code,year,sentence,n_words_sent,tokens_sent
300113,2020,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300113,2020,公司马上回笼资金以应对眼前的流动性压力,8,马上 回笼资金 以 应对 眼前 的 流动性 压力
300113,2020,公司只争朝夕回笼资金以应对眼前的流动性压力,8,只争朝夕 回笼资金 以 应对 眼前 的 流动性 压力
300113,2020,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300113,2020,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300113,2020,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2020,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300113,2020,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2020,二零二四年四月,3,二零二 四年 四月
300113,2021,股份有限公司年年度报告管理层讨论与分析模拟文本公司进一步完善治理结构规范运作信息披露真实准确完整,18,有限公司 年 年度报告 讨论 与 分析 模拟 文本 进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300113,2021,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300113,2021,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300113,2021,公司围绕核心技术开展攻关新申请专利数量保持稳定增长,9,围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300113,2021,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300113,2021,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300113,2021,管理层认为当前窗口稍纵即逝必须立竿见影扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 立竿见影 扩大 产能 投放
300113,2021,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2021,管理层认为当前窗口稍纵即逝必须短期利益扩大产能投放,10,认为 当前 窗口 稍纵即逝 必须 短期 利益 扩大 产能 投放
300113,2021,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2021,宏观经济波动与行业竞争加剧可能对公司业绩产生不利影响,12,宏观 经济波动 与 行业 竞争 加剧 可能 对 公司业绩 产生 不利 影响
300113,2021,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300113,2021,管理层表示要应急扭转当前被动局面实现业绩快速回升,10,表示 要 应急 扭转 当前 被动局面 实现 业绩 快速 回升
300113,2021,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300113,2021,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300113,2021,公司今年回笼资金以应对眼前的流动性压力,8,今年 回笼资金 以 应对 眼前 的 流动性 压力
300113,2021,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300113,2021,公司将抓紧推进重点项目的落地实施确保年内见到成效,11,将 抓紧 推进 重点项目 的 落地 实施 确保 年内 见到 成效
300113,2021,二零二四年四月,3,二零二 四年 四月
300113,2022,股份有限公司年年度报告管理层讨论与分析模拟文本公司争分夺秒回笼资金以应对眼前的流动性压力,16,有限公司 年 年度报告 讨论 与 分析 模拟 文本 争分夺秒 回笼资金 以 应对 眼前 的 流动性 压力
300113,2022,公司坚持创新驱动发展战略持续加大研发投入研发费用同比增长较快,14,坚持 创新 驱动 发展 战略 持续 加大 研发 投入 研发 费用 增长 较 快
300113,2022,公司年内布局热门赛道力求年内形成新的利润增长点,11,年内 布局 热门 赛道 力求 年内 形成 新 的 利润 增长点
300113,2022,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300113,2022,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2022,管理层认为当前窗口稍纵即逝必须分秒必争扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 分秒必争 扩大 产能 投放
300113,2022,公司围绕核心技术开展攻关新申请专利数量保持稳定增长,9,围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300113,2022,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2022,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2022,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300113,2022,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300113,2022,公司要求各事业部迫在眉睫消化库存回笼资金缓解业绩压力,10,要求 各 事业部 迫在眉睫 消化 库存 回笼资金 缓解 业绩 压力
300113,2022,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2022,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2022,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300113,2022,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2022,二零二四年四月,3,二零二 四年 四月
300113,2023,股份有限公司年年度报告管理层讨论与分析模拟文本公司速成回笼资金以应对眼前的流动性压力,16,有限公司 年 年度报告 讨论 与 分析 模拟 文本 速成 回笼资金 以 应对 眼前 的 流动性 压力
300113,2023,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300113,2023,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300113,2023,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2023,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300113,2023,宏观经济波动与行业竞争加剧可能对公司业绩产生不利影响,12,宏观 经济波动 与 行业 竞争 加剧 可能 对 公司业绩 产生 不利 影响
300113,2023,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300113,2023,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300113,2023,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300113,2023,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300113,2023,管理层认为当前窗口稍纵即逝必须杀鸡取卵扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 杀鸡取卵 扩大 产能 投放
300113,2023,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300113,2023,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300113,2023,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300113,2023,公司将杀鸡取卵推进重点项目的落地实施确保年内见到成效,11,将 杀鸡取卵 推进 重点项目 的 落地 实施 确保 年内 见到 成效
300113,2023,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300113,2023,二零二四年四月,3,二零二 四年 四月
300116,2019,股份有限公司年年度报告管理层讨论与分析模拟文本公司进一步完善治理结构规范运作信息披露真实准确完整,18,有限公司 年 年度报告 讨论 与 分析 模拟 文本 进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2019,管理层表示要急于求成扭转当前被动局面实现业绩快速回升,10,表示 要 急于求成 扭转 当前 被动局面 实现 业绩 快速 回升
300116,2019,公司坚持创新驱动发展战略持续加大研发投入研发费用同比增长较快,14,坚持 创新 驱动 发展 战略 持续 加大 研发 投入 研发 费用 增长 较 快
300116,2019,管理层认为当前窗口稍纵即逝必须马上扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 马上 扩大 产能 投放
300116,2019,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300116,2019,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2019,宏观经济波动与行业竞争加剧可能对公司业绩产生不利影响,12,宏观 经济波动 与 行业 竞争 加剧 可能 对 公司业绩 产生 不利 影响
300116,2019,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300116,2019,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300116,2019,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300116,2019,公司今年布局热门赛道力求今年形成新的利润增长点,11,今年 布局 热门 赛道 力求 今年 形成 新 的 利润 增长点
300116,2019,公司加强成本管控提升运营效率毛利率水平保持基本平稳,11,加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300116,2019,公司竭泽而渔回笼资金以应对眼前的流动性压力,8,竭泽而渔 回笼资金 以 应对 眼前 的 流动性 压力
300116,2019,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2019,公司坚持创新驱动发展战略持续加大研发投入研发费用同比增长较快,14,坚持 创新 驱动 发展 战略 持续 加大 研发 投入 研发 费用 增长 较 快
300116,2019,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2019,二零二四年四月,3,二零二 四年 四月
300116,2020,股份有限公司年年度报告管理层讨论与分析模拟文本为完成全年目标公司将马上调整产品定价策略抢占市场份额,20,有限公司 年 年度报告 讨论 与 分析 模拟 文本 为 完成 全年 目标 将 马上 调整 产品 定价 策略 抢占市场 份额
300116,2020,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300116,2020,公司围绕核心技术开展攻关新申请专利数量保持稳定增长,9,围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300116,2020,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2020,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300116,2020,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2020,为完成全年目标公司将竭泽而渔调整产品定价策略抢占市场份额,12,为 完成 全年 目标 将 竭泽而渔 调整 产品 定价 策略 抢占市场 份额
300116,2020,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2020,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2020,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300116,2020,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2020,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2020,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2020,公司将立竿见影推进重点项目的落地实施确保年内见到成效,11,将 立竿见影 推进 重点项目 的 落地 实施 确保 年内 见到 成效
300116,2020,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300116,2020,公司加强成本管控提升运营效率毛利率水平保持基本平稳,11,加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300116,2020,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300116,2020,二零二四年四月,3,二零二 四年 四月
300116,2021,股份有限公司年年度报告管理层讨论与分析模拟文本公司将一步到位推进重点项目的落地实施确保年内见到成效,19,有限公司 年 年度报告 讨论 与 分析 模拟 文本 将 一步到位 推进 重点项目 的 落地 实施 确保 年内 见到 成效
300116,2021,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300116,2021,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2021,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2021,管理层表示要早日扭转当前被动局面实现业绩快速回升,10,表示 要 早日 扭转 当前 被动局面 实现 业绩 快速 回升
300116,2021,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2021,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2021,公司加强成本管控提升运营效率毛利率水平保持基本平稳,11,加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300116,2021,公司现今回笼资金以应对眼前的流动性压力,8,现今 回笼资金 以 应对 眼前 的 流动性 压力
300116,2021,公司要求各事业部近期消化库存回笼资金缓解业绩压力,10,要求 各 事业部 近期 消化 库存 回笼资金 缓解 业绩 压力
300116,2021,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2021,公司饮鸩止渴布局热门赛道力求饮鸩止渴形成新的利润增长点,11,饮鸩止渴 布局 热门 赛道 力求 饮鸩止渴 形成 新 的 利润 增长点
300116,2021,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2021,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300116,2021,管理层认为当前窗口稍纵即逝必须短期内扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 短期内 扩大 产能 投放
300116,2021,公司加强成本管控提升运营效率毛利率水平保持基本平稳,11,加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300116,2021,二零二四年四月,3,二零二 四年 四月
300116,2022,股份有限公司年年度报告管理层讨论与分析模拟文本公司加强成本管控提升运营效率毛利率水平保持基本平稳,19,有限公司 年 年度报告 讨论 与 分析 模拟 文本 加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300116,2022,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2022,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2022,公司近期布局热门赛道力求近期形成新的利润增长点,11,近期 布局 热门 赛道 力求 近期 形成 新 的 利润 增长点
300116,2022,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2022,宏观经济波动与行业竞争加剧可能对公司业绩产生不利影响,12,宏观 经济波动 与 行业 竞争 加剧 可能 对 公司业绩 产生 不利 影响
300116,2022,公司围绕核心技术开展攻关新申请专利数量保持稳定增长,9,围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300116,2022,管理层表示要近期扭转当前被动局面实现业绩快速回升,10,表示 要 近期 扭转 当前 被动局面 实现 业绩 快速 回升
300116,2022,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300116,2022,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300116,2022,管理层表示要加快扭转当前被动局面实现业绩快速回升,10,表示 要 加快 扭转 当前 被动局面 实现 业绩 快速 回升
300116,2022,公司进一步完善治理结构规范运作信息披露真实准确完整,10,进一步 完善 治理 结构 规范 运作 信息 真实 准确 完整
300116,2022,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300116,2022,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2022,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300116,2022,公司将立即推进重点项目的落地实施确保年内见到成效,11,将 立即 推进 重点项目 的 落地 实施 确保 年内 见到 成效
300116,2022,二零二四年四月,3,二零二 四年 四月
300116,2023,股份有限公司年年度报告管理层讨论与分析模拟文本公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,19,有限公司 年 年度报告 讨论 与 分析 模拟 文本 持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2023,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300116,2023,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300116,2023,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2023,公司要求各事业部急功近利消化库存回笼资金缓解业绩压力,10,要求 各 事业部 急功近利 消化 库存 回笼资金 缓解 业绩 压力
300116,2023,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300116,2023,公司急于求成布局热门赛道力求急于求成形成新的利润增长点,11,急于求成 布局 热门 赛道 力求 急于求成 形成 新 的 利润 增长点
300116,2023,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300116,2023,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300116,2023,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300116,2023,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300116,2023,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2023,为完成全年目标公司将速成调整产品定价策略抢占市场份额,12,为 完成 全年 目标 将 速成 调整 产品 定价 策略 抢占市场 份额
300116,2023,公司加大研发人才引进力度研发人员占比稳步提升,11,加大 研发 人才 引进 力度 研发 人员 占 比 稳步 提升
300116,2023,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300116,2023,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2023,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300116,2023,二零二四年四月,3,二零二 四年 四月
300119,2019,股份有限公司年年度报告管理层讨论与分析模拟文本宏观经济波动与行业竞争加剧可能对公司业绩产生不利影响,20,有限公司 年 年度报告 讨论 与 分析 模拟 文本 宏观 经济波动 与 行业 竞争 加剧 可能 对 公司业绩 产生 不利 影响
300119,2019,管理层表示要竭泽而渔扭转当前被动局面实现业绩快速回升,10,表示 要 竭泽而渔 扭转 当前 被动局面 实现 业绩 快速 回升
300119,2019,公司加强成本管控提升运营效率毛利率水平保持基本平稳,11,加强 成本 管控 提升 运营 效率 毛利率 水平 保持 基本 平稳
300119,2019,公司在新材料新工艺方向的前瞻性研发布局取得阶段性成果,12,在 新 材料 新工艺 方向 的 前瞻性 研发 布局 取得 阶段性 成果
300119,2019,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2019,公司短期利益布局热门赛道力求短期利益形成新的利润增长点,13,短期 利益 布局 热门 赛道 力求 短期 利益 形成 新 的 利润 增长点
300119,2019,公司将采取权宜之计压缩各项开支以确保迫在眉睫兑现业绩承诺,12,将 采取 权宜之计 压缩 各项 开支 以 确保 迫在眉睫 兑现 业绩 承诺
300119,2019,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2019,公司时不我待回笼资金以应对眼前的流动性压力,8,时不我待 回笼资金 以 应对 眼前 的 流动性 压力
300119,2019,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2019,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300119,2019,公司与高校科研院所共建联合实验室推进产学研协同创新,10,与 高校 科研院所 共建 联合 实验室 推进 产学研 协同 创新
300119,2019,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300119,2019,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300119,2019,公司将采取权宜之计压缩各项开支以确保如今兑现业绩承诺,12,将 采取 权宜之计 压缩 各项 开支 以 确保 如今 兑现 业绩 承诺
300119,2019,二零二四年四月,3,二零二 四年 四月
300119,2020,股份有限公司年年度报告管理层讨论与分析模拟文本公司围绕核心技术开展攻关新申请专利数量保持稳定增长,17,有限公司 年 年度报告 讨论 与 分析 模拟 文本 围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300119,2020,公司只争朝夕回笼资金以应对眼前的流动性压力,8,只争朝夕 回笼资金 以 应对 眼前 的 流动性 压力
300119,2020,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2020,管理层认为当前窗口稍纵即逝必须迫在眉睫扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 迫在眉睫 扩大 产能 投放
300119,2020,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2020,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300119,2020,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2020,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300119,2020,管理层认为当前窗口稍纵即逝必须立刻扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 立刻 扩大 产能 投放
300119,2020,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300119,2020,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300119,2020,公司围绕核心技术开展攻关新申请专利数量保持稳定增长,9,围绕 核心技术 开展 攻关 新 申请专利 数量 保持稳定 增长
300119,2020,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300119,2020,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300119,2020,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300119,2020,管理层表示要今年扭转当前被动局面实现业绩快速回升,10,表示 要 今年 扭转 当前 被动局面 实现 业绩 快速 回升
300119,2020,二零二四年四月,3,二零二 四年 四月
300119,2021,股份有限公司年年度报告管理层讨论与分析模拟文本面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,20,有限公司 年 年度报告 讨论 与 分析 模拟 文本 面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300119,2021,公司稳步推进产能建设生产运营秩序正常,8,稳步 推进 产能 建设 生产 运营 秩序 正常
300119,2021,面对复杂的外部经营环境公司管理层积极应对努力克服不利因素影响,12,面对 复杂 的 外部 经营 环境 积极 应对 努力 克服 不利因素 影响
300119,2021,公司可能面临原材料价格波动市场需求不及预期等风险,10,可能 面临 原材料 价格 波动 市场需求 不及 预期 等 风险
300119,2021,公司高度重视安全生产与质量管理体系运行情况良好,9,高度重视 安全 生产 与 质量 管理体系 运行 情况 良好
300119,2021,公司积极拓展国内外市场客户结构与订单质量进一步改善,11,积极 拓展 国内外 市场 客户 结构 与 订单 质量 进一步 改善
300119,2021,管理层认为当前窗口稍纵即逝必须如今扩大产能投放,9,认为 当前 窗口 稍纵即逝 必须 如今 扩大 产能 投放
300119,2021,汇率波动及贸易环境变化对公司海外业务构成一定不确定性,12,汇率 波动 及 贸易 环境 变化 对 海外 业务 构成 一定 不确定性
300119,2021,公司持续优化产品结构深化渠道建设主营业务收入实现稳健增长,11,持续 优化 产品 结构 深化 渠道 建设 收入 实现 稳健 增长
300119,2021,公司急功近利回笼资金以应对眼前的流动性压力,8,急功近利 回笼资金 以 应对 眼前 的 流动性 压力
300119,2021,报告期内公司围绕年度经营计划扎实推进各项重点工作总体经营情况保持稳定,14,报告 期内 围绕 经营 计划 扎实 推进 各项 重点 工作 总体 经营 情况 保持稳定
300119,2021,公司杀鸡取卵布局热门赛道力求杀鸡取卵形成新的利润增长点,11,杀鸡取卵 布局 热门 赛道 力求 杀鸡取卵 形成 新 的 利润 增长点
