code,name,year,industry,soe,size,lev,age,roa,rd_intensity,latent_shortterm,source
000082,天医化实业,2021,汽车零部件制造,1,23.77,0.494,8,0.011,6.727,-1.2543,演示语料（程序化合成，接口见01脚本real模式）
000082,天医化实业,2022,汽车零部件制造,1,23.91,0.492,9,0.046,5.566,-0.5792,演示语料（程序化合成，接口见01脚本real模式）
000082,天医化实业,2023,汽车零部件制造,1,23.676,0.586,10,-0.001,5.767,-0.8911,演示语料（程序化合成，接口见01脚本real模式）
300083,华精工股份,2019,医药制造,0,20.61,0.316,9,0.015,2.648,0.4542,演示语料（程序化合成，接口见01脚本real模式）
300083,华精工股份,2020,医药制造,0,20.875,0.481,10,0.084,2.714,0.0683,演示语料（程序化合成，接口见01脚本real模式）
300083,华精工股份,2021,医药制造,0,21.153,0.627,11,0.133,2.177,0.6756,演示语料（程序化合成，接口见01脚本real模式）
300083,华精工股份,2022,医药制造,0,21.039,0.312,12,-0.077,4.029,0.4852,演示语料（程序化合成，接口见01脚本real模式）
300083,华精工股份,2023,医药制造,0,21.003,0.258,13,0.036,2.324,0.1778,演示语料（程序化合成，接口见01脚本real模式）
600084,恒精工股份,2019,汽车零部件制造,1,23.504,0.561,19,0.119,3.434,0.9592,演示语料（程序化合成，接口见01脚本real模式）
600084,恒精工股份,2020,汽车零部件制造,1,23.637,0.121,20,0.084,4.396,0.9417,演示语料（程序化合成，接口见01脚本real模式）
600084,恒精工股份,2021,汽车零部件制造,1,23.489,0.456,21,0.051,3.912,0.6983,演示语料（程序化合成，接口见01脚本real模式）
600084,恒精工股份,2022,汽车零部件制造,1,23.892,0.608,22,-0.001,3.343,0.8815,演示语料（程序化合成，接口见01脚本real模式）
600084,恒精工股份,2023,汽车零部件制造,1,23.656,0.463,23,-0.075,3.869,0.7309,演示语料（程序化合成，接口见01脚本real模式）
000085,东精工实业,2019,专用设备制造,0,22.661,0.466,20,0.045,5.033,0.0721,演示语料（程序化合成，接口见01脚本real模式）
000085,东精工实业,2020,专用设备制造,0,22.725,0.38,21,0.058,3.518,-0.1703,演示语料（程序化合成，接口见01脚本real模式）
000085,东精工实业,2021,专用设备制造,0,22.986,0.229,22,0.057,4.473,0.2899,演示语料（程序化合成，接口见01脚本real模式）
000085,东精工实业,2022,专用设备制造,0,23.045,0.404,23,0.072,4.608,0.3564,演示语料（程序化合成，接口见01脚本real模式）
000085,东精工实业,2023,专用设备制造,0,22.946,0.326,24,0.118,2.253,1.1185,演示语料（程序化合成，接口见01脚本real模式）
300086,华环科制造,2019,专用设备制造,1,20.756,0.318,20,-0.013,2.872,-0.0927,演示语料（程序化合成，接口见01脚本real模式）
300086,华环科制造,2020,专用设备制造,1,21.217,0.256,21,0.028,3.215,-0.0401,演示语料（程序化合成，接口见01脚本real模式）
300086,华环科制造,2021,专用设备制造,1,20.963,0.257,22,0.001,6.122,-0.5864,演示语料（程序化合成，接口见01脚本real模式）
300086,华环科制造,2022,专用设备制造,1,21.036,0.501,23,0.024,6.483,-0.4132,演示语料（程序化合成，接口见01脚本real模式）
300086,华环科制造,2023,专用设备制造,1,20.728,0.388,24,0.013,4.67,-0.3134,演示语料（程序化合成，接口见01脚本real模式）
600087,恒智造实业,2019,汽车零部件制造,0,23.371,0.498,19,0.014,6.429,-0.4258,演示语料（程序化合成，接口见01脚本real模式）
600087,恒智造实业,2020,汽车零部件制造,0,23.517,0.469,20,-0.013,5.048,-1.0083,演示语料（程序化合成，接口见01脚本real模式）
600087,恒智造实业,2021,汽车零部件制造,0,23.289,0.607,21,0.05,5.137,-0.3297,演示语料（程序化合成，接口见01脚本real模式）
600087,恒智造实业,2022,汽车零部件制造,0,23.629,0.573,22,-0.026,6.25,-0.2168,演示语料（程序化合成，接口见01脚本real模式）
600087,恒智造实业,2023,汽车零部件制造,0,23.554,0.058,23,-0.078,6.465,-0.6261,演示语料（程序化合成，接口见01脚本real模式）
000088,瑞智造股份,2019,医药制造,0,22.853,0.596,12,0.108,5.385,-0.7983,演示语料（程序化合成，接口见01脚本real模式）
000088,瑞智造股份,2020,医药制造,0,22.315,0.538,13,-0.018,5.682,-0.9109,演示语料（程序化合成，接口见01脚本real模式）
000088,瑞智造股份,2021,医药制造,0,22.466,0.471,14,0.046,5.001,-0.4623,演示语料（程序化合成，接口见01脚本real模式）
000088,瑞智造股份,2022,医药制造,0,22.616,0.366,15,0.07,6.578,-0.7094,演示语料（程序化合成，接口见01脚本real模式）
000088,瑞智造股份,2023,医药制造,0,22.673,0.736,16,0.058,4.264,-0.5661,演示语料（程序化合成，接口见01脚本real模式）
300089,利智造制造,2019,医药制造,0,20.814,0.576,16,0.039,4.57,-0.717,演示语料（程序化合成，接口见01脚本real模式）
300089,利智造制造,2020,医药制造,0,20.675,0.529,17,0.049,3.875,-0.4309,演示语料（程序化合成，接口见01脚本real模式）
300089,利智造制造,2021,医药制造,0,20.802,0.23,18,-0.001,5.125,0.1275,演示语料（程序化合成，接口见01脚本real模式）
300089,利智造制造,2022,医药制造,0,20.823,0.517,19,0.088,3.539,0.162,演示语料（程序化合成，接口见01脚本real模式）
300089,利智造制造,2023,医药制造,0,20.749,0.318,20,0.032,2.605,0.4212,演示语料（程序化合成，接口见01脚本real模式）
600090,金医化股份,2019,医药制造,0,22.229,0.454,10,0.053,4.727,-0.3509,演示语料（程序化合成，接口见01脚本real模式）
600090,金医化股份,2020,医药制造,0,22.315,0.321,11,0.1,4.153,-0.0154,演示语料（程序化合成，接口见01脚本real模式）
600090,金医化股份,2021,医药制造,0,22.132,0.597,12,0.0,3.783,0.1079,演示语料（程序化合成，接口见01脚本real模式）
600090,金医化股份,2022,医药制造,0,22.253,0.204,13,-0.096,4.506,-0.1471,演示语料（程序化合成，接口见01脚本real模式）
600090,金医化股份,2023,医药制造,0,22.266,0.448,14,0.107,4.252,-0.0201,演示语料（程序化合成，接口见01脚本real模式）
000091,华新材制造,2019,医药制造,0,22.248,0.498,25,0.055,3.349,0.1645,演示语料（程序化合成，接口见01脚本real模式）
000091,华新材制造,2020,医药制造,0,22.212,0.328,26,-0.003,3.85,0.1639,演示语料（程序化合成，接口见01脚本real模式）
000091,华新材制造,2021,医药制造,0,22.173,0.612,27,-0.057,4.031,0.1426,演示语料（程序化合成，接口见01脚本real模式）
000091,华新材制造,2022,医药制造,0,22.219,0.487,28,0.022,5.077,0.1561,演示语料（程序化合成，接口见01脚本real模式）
000091,华新材制造,2023,医药制造,0,22.568,0.598,29,0.043,4.486,-0.2035,演示语料（程序化合成，接口见01脚本real模式）
300092,金动力制造,2019,医药制造,1,22.566,0.686,13,-0.014,3.426,0.9456,演示语料（程序化合成，接口见01脚本real模式）
300092,金动力制造,2020,医药制造,1,22.787,0.445,14,0.03,3.925,0.8251,演示语料（程序化合成，接口见01脚本real模式）
300092,金动力制造,2021,医药制造,1,22.814,0.159,15,0.052,4.733,0.388,演示语料（程序化合成，接口见01脚本real模式）
300092,金动力制造,2022,医药制造,1,22.925,0.552,16,0.035,5.637,-0.0592,演示语料（程序化合成，接口见01脚本real模式）
300092,金动力制造,2023,医药制造,1,22.936,0.44,17,0.083,5.151,-0.0036,演示语料（程序化合成，接口见01脚本real模式）
600093,晟医化股份,2019,电子元器件制造,0,22.533,0.471,25,-0.01,4.493,-0.5735,演示语料（程序化合成，接口见01脚本real模式）
600093,晟医化股份,2020,电子元器件制造,0,22.829,0.225,26,0.037,6.434,-0.3802,演示语料（程序化合成，接口见01脚本real模式）
600093,晟医化股份,2021,电子元器件制造,0,23.02,0.131,27,0.048,5.517,-0.0826,演示语料（程序化合成，接口见01脚本real模式）
600093,晟医化股份,2022,电子元器件制造,0,22.908,0.151,28,0.076,4.901,-0.2919,演示语料（程序化合成，接口见01脚本real模式）
600093,晟医化股份,2023,电子元器件制造,0,22.784,0.576,29,0.097,4.626,-0.5902,演示语料（程序化合成，接口见01脚本real模式）
000094,恒新材实业,2019,化学原料制造,0,22.528,0.442,20,0.039,4.563,-0.0782,演示语料（程序化合成，接口见01脚本real模式）
000094,恒新材实业,2020,化学原料制造,0,22.367,0.445,21,-0.025,4.464,-0.1522,演示语料（程序化合成，接口见01脚本real模式）
000094,恒新材实业,2021,化学原料制造,0,22.47,0.445,22,0.138,4.521,0.434,演示语料（程序化合成，接口见01脚本real模式）
000094,恒新材实业,2022,化学原料制造,0,22.671,0.43,23,0.011,2.743,0.3825,演示语料（程序化合成，接口见01脚本real模式）
000094,恒新材实业,2023,化学原料制造,0,22.583,0.399,24,0.052,4.029,-0.1709,演示语料（程序化合成，接口见01脚本real模式）
300095,南智造股份,2019,医药制造,0,21.343,0.263,23,0.075,1.84,0.01,演示语料（程序化合成，接口见01脚本real模式）
300095,南智造股份,2020,医药制造,0,21.513,0.431,24,0.145,3.691,-0.3532,演示语料（程序化合成，接口见01脚本real模式）
300095,南智造股份,2021,医药制造,0,21.449,0.444,25,-0.008,4.176,-0.5391,演示语料（程序化合成，接口见01脚本real模式）
300095,南智造股份,2022,医药制造,0,21.647,0.553,26,0.014,5.421,-0.5196,演示语料（程序化合成，接口见01脚本real模式）
300095,南智造股份,2023,医药制造,0,21.398,0.344,27,0.017,3.989,-0.3691,演示语料（程序化合成，接口见01脚本real模式）
600096,威新材股份,2019,电子元器件制造,0,20.919,0.358,19,-0.044,4.988,-1.2488,演示语料（程序化合成，接口见01脚本real模式）
600096,威新材股份,2020,电子元器件制造,0,20.971,0.276,20,0.102,6.049,-0.8645,演示语料（程序化合成，接口见01脚本real模式）
600096,威新材股份,2021,电子元器件制造,0,21.141,0.217,21,0.0,5.726,-0.9783,演示语料（程序化合成，接口见01脚本real模式）
600096,威新材股份,2022,电子元器件制造,0,20.87,0.227,22,0.138,4.527,-1.259,演示语料（程序化合成，接口见01脚本real模式）
600096,威新材股份,2023,电子元器件制造,0,21.009,0.429,23,0.105,5.814,-1.3231,演示语料（程序化合成，接口见01脚本real模式）
000097,金动力实业,2019,化学原料制造,0,21.867,0.391,6,-0.022,3.731,-0.5077,演示语料（程序化合成，接口见01脚本real模式）
000097,金动力实业,2020,化学原料制造,0,21.601,0.199,7,-0.088,3.328,-0.9063,演示语料（程序化合成，接口见01脚本real模式）
000097,金动力实业,2021,化学原料制造,0,21.889,0.579,8,0.012,4.694,-0.8259,演示语料（程序化合成，接口见01脚本real模式）
000097,金动力实业,2022,化学原料制造,0,22.252,0.534,9,0.085,2.644,-0.3712,演示语料（程序化合成，接口见01脚本real模式）
000097,金动力实业,2023,化学原料制造,0,22.271,0.533,10,0.043,4.859,-0.0386,演示语料（程序化合成，接口见01脚本real模式）
300098,晟电子制造,2019,汽车零部件制造,0,22.947,0.473,10,-0.037,6.426,-0.4809,演示语料（程序化合成，接口见01脚本real模式）
300098,晟电子制造,2020,汽车零部件制造,0,23.036,0.319,11,0.057,5.868,-0.7512,演示语料（程序化合成，接口见01脚本real模式）
300098,晟电子制造,2021,汽车零部件制造,0,23.08,0.355,12,0.044,7.382,-0.846,演示语料（程序化合成，接口见01脚本real模式）
300098,晟电子制造,2022,汽车零部件制造,0,23.029,0.307,13,-0.088,4.889,-0.7769,演示语料（程序化合成，接口见01脚本real模式）
300098,晟电子制造,2023,汽车零部件制造,0,23.413,0.49,14,-0.015,6.135,-0.7031,演示语料（程序化合成，接口见01脚本real模式）
600099,宏装备实业,2019,电子元器件制造,0,21.755,0.335,22,0.09,3.569,-0.3318,演示语料（程序化合成，接口见01脚本real模式）
600099,宏装备实业,2020,电子元器件制造,0,22.015,0.563,23,0.018,5.641,-0.3625,演示语料（程序化合成，接口见01脚本real模式）
600099,宏装备实业,2021,电子元器件制造,0,21.86,0.418,24,0.08,3.872,-0.6435,演示语料（程序化合成，接口见01脚本real模式）
600099,宏装备实业,2022,电子元器件制造,0,22.036,0.48,25,0.085,2.966,-0.2098,演示语料（程序化合成，接口见01脚本real模式）
600099,宏装备实业,2023,电子元器件制造,0,21.853,0.489,26,0.042,5.148,-0.3108,演示语料（程序化合成，接口见01脚本real模式）
000100,瑞动力股份,2019,汽车零部件制造,0,23.309,0.523,13,0.035,3.793,0.0111,演示语料（程序化合成，接口见01脚本real模式）
000100,瑞动力股份,2020,汽车零部件制造,0,23.438,0.263,14,0.018,3.192,0.1707,演示语料（程序化合成，接口见01脚本real模式）
000100,瑞动力股份,2021,汽车零部件制造,0,23.358,0.575,15,0.054,5.728,0.2409,演示语料（程序化合成，接口见01脚本real模式）
000100,瑞动力股份,2022,汽车零部件制造,0,23.442,0.275,16,0.051,5.291,0.2458,演示语料（程序化合成，接口见01脚本real模式）
000100,瑞动力股份,2023,汽车零部件制造,0,23.606,0.292,17,-0.028,5.689,0.1604,演示语料（程序化合成，接口见01脚本real模式）
300101,南精工制造,2019,专用设备制造,1,23.437,0.502,25,0.101,4.548,0.0036,演示语料（程序化合成，接口见01脚本real模式）
300101,南精工制造,2020,专用设备制造,1,23.829,0.718,26,0.022,6.985,0.1082,演示语料（程序化合成，接口见01脚本real模式）
300101,南精工制造,2021,专用设备制造,1,23.937,0.527,27,-0.019,4.241,0.3304,演示语料（程序化合成，接口见01脚本real模式）
300101,南精工制造,2022,专用设备制造,1,23.94,0.488,28,0.098,5.238,0.1802,演示语料（程序化合成，接口见01脚本real模式）
300101,南精工制造,2023,专用设备制造,1,23.868,0.425,29,0.095,5.109,-0.2259,演示语料（程序化合成，接口见01脚本real模式）
600102,泰电子科技,2019,汽车零部件制造,0,22.959,0.585,24,0.111,5.249,-0.52,演示语料（程序化合成，接口见01脚本real模式）
600102,泰电子科技,2020,汽车零部件制造,0,22.934,0.091,25,0.037,4.307,-0.5992,演示语料（程序化合成，接口见01脚本real模式）
600102,泰电子科技,2021,汽车零部件制造,0,23.284,0.561,26,0.096,6.215,0.0148,演示语料（程序化合成，接口见01脚本real模式）
600102,泰电子科技,2022,汽车零部件制造,0,23.342,0.395,27,0.02,4.214,-0.0389,演示语料（程序化合成，接口见01脚本real模式）
600102,泰电子科技,2023,汽车零部件制造,0,22.993,0.535,28,0.092,3.836,-0.0123,演示语料（程序化合成，接口见01脚本real模式）
000103,东新材制造,2019,医药制造,0,20.321,0.41,11,0.058,5.291,-1.1473,演示语料（程序化合成，接口见01脚本real模式）
000103,东新材制造,2020,医药制造,0,20.748,0.24,12,0.076,3.926,-0.85,演示语料（程序化合成，接口见01脚本real模式）
000103,东新材制造,2021,医药制造,0,20.723,0.343,13,0.056,4.834,-0.9232,演示语料（程序化合成，接口见01脚本real模式）
000103,东新材制造,2022,医药制造,0,21.185,0.272,14,-0.002,4.721,-0.7657,演示语料（程序化合成，接口见01脚本real模式）
000103,东新材制造,2023,医药制造,0,20.922,0.332,15,0.03,4.301,-0.1582,演示语料（程序化合成，接口见01脚本real模式）
300104,中智造股份,2019,电子元器件制造,0,20.007,0.378,20,0.031,2.542,0.351,演示语料（程序化合成，接口见01脚本real模式）
300104,中智造股份,2020,电子元器件制造,0,19.847,0.381,21,0.072,3.241,-0.004,演示语料（程序化合成，接口见01脚本real模式）
300104,中智造股份,2021,电子元器件制造,0,20.17,0.556,22,0.089,4.428,-0.1545,演示语料（程序化合成，接口见01脚本real模式）
300104,中智造股份,2022,电子元器件制造,0,20.272,0.486,23,0.009,3.813,-0.5136,演示语料（程序化合成，接口见01脚本real模式）
300104,中智造股份,2023,电子元器件制造,0,20.386,0.313,24,-0.041,4.127,-0.2234,演示语料（程序化合成，接口见01脚本real模式）
600105,金电子实业,2019,医药制造,0,21.644,0.422,17,-0.004,3.089,0.3557,演示语料（程序化合成，接口见01脚本real模式）
600105,金电子实业,2020,医药制造,0,21.646,0.256,18,0.064,4.582,-0.0268,演示语料（程序化合成，接口见01脚本real模式）
600105,金电子实业,2021,医药制造,0,21.756,0.68,19,0.014,5.501,-0.0837,演示语料（程序化合成，接口见01脚本real模式）
600105,金电子实业,2022,医药制造,0,21.797,0.462,20,0.086,3.962,-0.2462,演示语料（程序化合成，接口见01脚本real模式）
600105,金电子实业,2023,医药制造,0,22.069,0.308,21,0.081,4.165,0.0735,演示语料（程序化合成，接口见01脚本real模式）
000106,北医化股份,2019,医药制造,0,21.856,0.532,19,0.036,5.454,-0.6675,演示语料（程序化合成，接口见01脚本real模式）
000106,北医化股份,2020,医药制造,0,21.777,0.194,20,0.089,5.058,-0.9631,演示语料（程序化合成，接口见01脚本real模式）
000106,北医化股份,2021,医药制造,0,21.892,0.373,21,0.042,6.995,-0.9016,演示语料（程序化合成，接口见01脚本real模式）
000106,北医化股份,2022,医药制造,0,21.735,0.192,22,-0.024,5.299,-0.6006,演示语料（程序化合成，接口见01脚本real模式）
000106,北医化股份,2023,医药制造,0,21.761,0.335,23,0.089,4.124,-0.3262,演示语料（程序化合成，接口见01脚本real模式）
300107,金电子科技,2019,专用设备制造,0,23.605,0.422,20,0.023,5.449,-0.5097,演示语料（程序化合成，接口见01脚本real模式）
300107,金电子科技,2020,专用设备制造,0,23.67,0.309,21,0.064,5.573,-0.047,演示语料（程序化合成，接口见01脚本real模式）
300107,金电子科技,2021,专用设备制造,0,23.664,0.52,22,0.113,5.87,0.2538,演示语料（程序化合成，接口见01脚本real模式）
300107,金电子科技,2022,专用设备制造,0,23.735,0.491,23,0.103,5.559,-0.0337,演示语料（程序化合成，接口见01脚本real模式）
300107,金电子科技,2023,专用设备制造,0,23.815,0.431,24,0.073,5.251,-0.029,演示语料（程序化合成，接口见01脚本real模式）
600108,晟医化制造,2019,电子元器件制造,0,23.785,0.53,18,-0.009,6.728,-0.13,演示语料（程序化合成，接口见01脚本real模式）
600108,晟医化制造,2020,电子元器件制造,0,23.719,0.63,19,0.072,7.885,-0.3484,演示语料（程序化合成，接口见01脚本real模式）
600108,晟医化制造,2021,电子元器件制造,0,23.415,0.459,20,0.119,5.455,-0.5566,演示语料（程序化合成，接口见01脚本real模式）
600108,晟医化制造,2022,电子元器件制造,0,23.834,0.475,21,0.03,4.026,-0.056,演示语料（程序化合成，接口见01脚本real模式）
600108,晟医化制造,2023,电子元器件制造,0,23.533,0.39,22,-0.061,6.237,-0.5121,演示语料（程序化合成，接口见01脚本real模式）
000109,利环科股份,2019,电子元器件制造,0,21.649,0.539,24,0.067,5.92,-0.7134,演示语料（程序化合成，接口见01脚本real模式）
000109,利环科股份,2020,电子元器件制造,0,22.207,0.234,25,-0.007,3.958,-0.6548,演示语料（程序化合成，接口见01脚本real模式）
000109,利环科股份,2021,电子元器件制造,0,22.034,0.257,26,0.021,4.167,-0.796,演示语料（程序化合成，接口见01脚本real模式）
000109,利环科股份,2022,电子元器件制造,0,22.172,0.361,27,-0.008,4.341,-0.396,演示语料（程序化合成，接口见01脚本real模式）
000109,利环科股份,2023,电子元器件制造,0,22.053,0.533,28,0.114,6.288,-0.6912,演示语料（程序化合成，接口见01脚本real模式）
300110,康精工实业,2019,专用设备制造,0,23.291,0.38,20,0.049,5.257,0.4991,演示语料（程序化合成，接口见01脚本real模式）
300110,康精工实业,2020,专用设备制造,0,23.49,0.38,21,-0.023,4.911,0.2222,演示语料（程序化合成，接口见01脚本real模式）
300110,康精工实业,2021,专用设备制造,0,23.406,0.365,22,0.043,3.61,0.3637,演示语料（程序化合成，接口见01脚本real模式）
300110,康精工实业,2022,专用设备制造,0,23.619,0.367,23,0.077,4.963,0.1036,演示语料（程序化合成，接口见01脚本real模式）
300110,康精工实业,2023,专用设备制造,0,23.315,0.419,24,-0.017,2.639,0.7353,演示语料（程序化合成，接口见01脚本real模式）
600111,宏智控实业,2019,汽车零部件制造,0,21.811,0.622,13,0.035,3.312,-0.0968,演示语料（程序化合成，接口见01脚本real模式）
600111,宏智控实业,2020,汽车零部件制造,0,21.978,0.558,14,0.083,4.591,0.0946,演示语料（程序化合成，接口见01脚本real模式）
600111,宏智控实业,2021,汽车零部件制造,0,22.077,0.523,15,0.074,3.077,0.6583,演示语料（程序化合成，接口见01脚本real模式）
600111,宏智控实业,2022,汽车零部件制造,0,22.203,0.319,16,0.084,2.563,0.9902,演示语料（程序化合成，接口见01脚本real模式）
600111,宏智控实业,2023,汽车零部件制造,0,21.758,0.369,17,0.049,3.857,0.4201,演示语料（程序化合成，接口见01脚本real模式）
000112,威医化科技,2019,电子元器件制造,0,22.235,0.381,20,0.013,0.299,2.8152,演示语料（程序化合成，接口见01脚本real模式）
000112,威医化科技,2020,电子元器件制造,0,22.085,0.505,21,0.076,0.2,2.2529,演示语料（程序化合成，接口见01脚本real模式）
000112,威医化科技,2021,电子元器件制造,0,22.485,0.459,22,0.084,0.958,1.7916,演示语料（程序化合成，接口见01脚本real模式）
000112,威医化科技,2022,电子元器件制造,0,22.193,0.318,23,-0.012,2.986,0.8095,演示语料（程序化合成，接口见01脚本real模式）
000112,威医化科技,2023,电子元器件制造,0,22.119,0.211,24,0.049,3.976,0.4155,演示语料（程序化合成，接口见01脚本real模式）
300113,晟动力实业,2019,电子元器件制造,0,23.439,0.555,9,0.124,3.845,0.2491,演示语料（程序化合成，接口见01脚本real模式）
300113,晟动力实业,2020,电子元器件制造,0,23.605,0.589,10,0.125,4.484,0.2836,演示语料（程序化合成，接口见01脚本real模式）
300113,晟动力实业,2021,电子元器件制造,0,23.861,0.396,11,0.01,3.709,-0.1062,演示语料（程序化合成，接口见01脚本real模式）
300113,晟动力实业,2022,电子元器件制造,0,23.632,0.178,12,0.046,6.275,-0.2723,演示语料（程序化合成，接口见01脚本real模式）
300113,晟动力实业,2023,电子元器件制造,0,23.502,0.289,13,0.025,6.036,-0.0398,演示语料（程序化合成，接口见01脚本real模式）
600114,天精工股份,2019,专用设备制造,0,20.337,0.35,25,0.12,3.657,-0.2387,演示语料（程序化合成，接口见01脚本real模式）
600114,天精工股份,2020,专用设备制造,0,20.144,0.294,26,0.012,4.24,-0.5832,演示语料（程序化合成，接口见01脚本real模式）
600114,天精工股份,2021,专用设备制造,0,20.399,0.373,27,0.12,3.323,-0.4256,演示语料（程序化合成，接口见01脚本real模式）
600114,天精工股份,2022,专用设备制造,0,20.065,0.386,28,0.015,2.685,-0.0162,演示语料（程序化合成，接口见01脚本real模式）
600114,天精工股份,2023,专用设备制造,0,20.141,0.308,29,0.079,0.382,0.6834,演示语料（程序化合成，接口见01脚本real模式）
000115,威医化制造,2019,化学原料制造,0,20.25,0.548,9,0.111,5.86,-2.0075,演示语料（程序化合成，接口见01脚本real模式）
000115,威医化制造,2020,化学原料制造,0,20.061,0.319,10,-0.003,5.169,-1.4254,演示语料（程序化合成，接口见01脚本real模式）
000115,威医化制造,2021,化学原料制造,0,19.759,0.645,11,0.009,4.523,-1.1554,演示语料（程序化合成，接口见01脚本real模式）
000115,威医化制造,2022,化学原料制造,0,19.912,0.502,12,0.075,4.859,-0.5333,演示语料（程序化合成，接口见01脚本real模式）
000115,威医化制造,2023,化学原料制造,0,20.299,0.385,13,0.053,4.056,-0.732,演示语料（程序化合成，接口见01脚本real模式）
300116,泰光电科技,2019,专用设备制造,1,21.655,0.376,21,0.045,4.832,-0.1491,演示语料（程序化合成，接口见01脚本real模式）
300116,泰光电科技,2020,专用设备制造,1,21.545,0.05,22,-0.035,2.744,-0.0509,演示语料（程序化合成，接口见01脚本real模式）
300116,泰光电科技,2021,专用设备制造,1,21.849,0.694,23,0.06,4.519,0.0301,演示语料（程序化合成，接口见01脚本real模式）
300116,泰光电科技,2022,专用设备制造,1,21.514,0.507,24,0.058,5.661,-0.2087,演示语料（程序化合成，接口见01脚本real模式）
300116,泰光电科技,2023,专用设备制造,1,21.899,0.438,25,0.014,3.017,-0.2746,演示语料（程序化合成，接口见01脚本real模式）
600117,东电子科技,2019,专用设备制造,0,22.906,0.367,9,-0.03,3.006,0.5227,演示语料（程序化合成，接口见01脚本real模式）
600117,东电子科技,2020,专用设备制造,0,23.117,0.338,10,0.028,6.103,0.5189,演示语料（程序化合成，接口见01脚本real模式）
600117,东电子科技,2021,专用设备制造,0,23.081,0.413,11,-0.052,3.283,0.2203,演示语料（程序化合成，接口见01脚本real模式）
600117,东电子科技,2022,专用设备制造,0,23.383,0.437,12,-0.002,2.6,0.4526,演示语料（程序化合成，接口见01脚本real模式）
600117,东电子科技,2023,专用设备制造,0,23.352,0.494,13,-0.016,3.812,0.3902,演示语料（程序化合成，接口见01脚本real模式）
000118,泰动力实业,2019,医药制造,0,20.38,0.233,12,0.119,3.169,0.7632,演示语料（程序化合成，接口见01脚本real模式）
000118,泰动力实业,2020,医药制造,0,20.551,0.496,13,0.032,1.895,1.2793,演示语料（程序化合成，接口见01脚本real模式）
000118,泰动力实业,2021,医药制造,0,20.687,0.417,14,0.055,1.65,0.8088,演示语料（程序化合成，接口见01脚本real模式）
000118,泰动力实业,2022,医药制造,0,20.55,0.538,15,0.078,3.321,0.3428,演示语料（程序化合成，接口见01脚本real模式）
000118,泰动力实业,2023,医药制造,0,20.43,0.387,16,0.035,3.447,0.1811,演示语料（程序化合成，接口见01脚本real模式）
300119,金智控科技,2019,专用设备制造,1,22.484,0.382,18,-0.005,2.996,1.2207,演示语料（程序化合成，接口见01脚本real模式）
300119,金智控科技,2020,专用设备制造,1,22.9,0.448,19,-0.008,3.472,0.8541,演示语料（程序化合成，接口见01脚本real模式）
300119,金智控科技,2021,专用设备制造,1,22.811,0.604,20,0.025,4.666,0.9865,演示语料（程序化合成，接口见01脚本real模式）
300119,金智控科技,2022,专用设备制造,1,23.065,0.534,21,0.026,4.01,0.4447,演示语料（程序化合成，接口见01脚本real模式）
300119,金智控科技,2023,专用设备制造,1,22.937,0.201,22,0.061,5.069,0.2008,演示语料（程序化合成，接口见01脚本real模式）
600120,东智造股份,2019,专用设备制造,0,22.726,0.186,9,0.104,5.931,-0.2853,演示语料（程序化合成，接口见01脚本real模式）
600120,东智造股份,2020,专用设备制造,0,22.89,0.506,10,0.092,5.161,0.252,演示语料（程序化合成，接口见01脚本real模式）
600120,东智造股份,2021,专用设备制造,0,23.268,0.519,11,0.13,2.831,0.737,演示语料（程序化合成，接口见01脚本real模式）
600120,东智造股份,2022,专用设备制造,0,22.757,0.395,12,0.037,4.803,0.4139,演示语料（程序化合成，接口见01脚本real模式）
600120,东智造股份,2023,专用设备制造,0,22.987,0.228,13,0.025,2.804,0.4294,演示语料（程序化合成，接口见01脚本real模式）
