code,year,n_words,dict_hits,ShortTerm,ShortTermSent,name,industry,soe,size,lev,age,roa,rd_intensity,latent_shortterm
600045,2022,196,4,2.0408,16.6667,瑞环科制造,医药制造,0,22.457,0.462,13,0.014,4.215,-0.0799
600045,2023,182,7,3.8462,23.5294,瑞环科制造,医药制造,0,22.626,0.318,14,0.117,4.735,0.2462
600048,2019,190,8,4.2105,23.5294,中智控股份,专用设备制造,0,21.499,0.298,18,0.135,4.022,-0.2621
600048,2020,160,6,3.75,20.0,中智控股份,专用设备制造,0,21.476,0.559,19,0.061,3.484,-0.1435
600048,2021,200,9,4.5,26.3158,中智控股份,专用设备制造,0,21.66,0.518,20,-0.008,4.294,0.0734
600048,2022,176,5,2.8409,17.6471,中智控股份,专用设备制造,0,21.927,0.383,21,0.066,5.465,-0.3592
600048,2023,183,6,3.2787,23.5294,中智控股份,专用设备制造,0,21.794,0.382,22,-0.0,5.037,-0.3525
600051,2019,181,8,4.4199,29.4118,泰精工制造,电子元器件制造,1,21.511,0.586,6,0.012,3.262,0.3048
600051,2020,176,3,1.7045,12.5,泰精工制造,电子元器件制造,1,21.594,0.302,7,0.115,3.995,-0.0108
600051,2021,193,6,3.1088,22.2222,泰精工制造,电子元器件制造,1,21.749,0.281,8,0.041,3.043,-0.0505
600051,2022,179,5,2.7933,18.75,泰精工制造,电子元器件制造,1,21.602,0.455,9,-0.032,3.516,-0.1218
600051,2023,150,7,4.6667,21.4286,泰精工制造,电子元器件制造,1,21.429,0.39,10,0.024,2.793,-0.1933
600054,2019,184,5,2.7174,17.6471,恒精工股份,专用设备制造,0,21.433,0.445,25,0.026,2.014,0.2685
600054,2020,182,4,2.1978,16.6667,恒精工股份,专用设备制造,0,21.461,0.597,26,0.063,4.376,-0.3828
600054,2021,196,8,4.0816,23.5294,恒精工股份,专用设备制造,0,21.389,0.544,27,0.036,4.395,-0.2294
600054,2022,184,5,2.7174,18.75,恒精工股份,专用设备制造,0,21.552,0.569,28,0.044,5.151,0.0344
600054,2023,163,6,3.681,25.0,恒精工股份,专用设备制造,0,21.423,0.36,29,0.075,3.942,0.0092
600057,2019,188,9,4.7872,27.7778,北医化股份,专用设备制造,0,21.521,0.419,10,0.075,1.59,1.6582
600057,2020,208,8,3.8462,26.3158,北医化股份,专用设备制造,0,21.506,0.446,11,0.081,2.836,1.3978
600057,2021,199,4,2.0101,15.7895,北医化股份,专用设备制造,0,21.221,0.238,12,0.067,2.953,1.1185
600057,2022,233,7,3.0043,23.8095,北医化股份,专用设备制造,0,21.841,0.498,13,0.023,4.466,0.4696
600057,2023,169,7,4.142,26.6667,北医化股份,专用设备制造,0,21.857,0.413,14,0.066,4.115,0.4321
600060,2019,175,2,1.1429,12.5,北环科科技,汽车零部件制造,0,21.573,0.568,24,0.052,2.639,0.0009
600060,2020,188,10,5.3191,22.2222,北环科科技,汽车零部件制造,0,21.448,0.389,25,0.118,3.503,0.02
600060,2021,167,8,4.7904,23.5294,北环科科技,汽车零部件制造,0,21.538,0.512,26,0.047,2.772,0.3969
600060,2022,206,5,2.4272,21.0526,北环科科技,汽车零部件制造,0,21.437,0.594,27,-0.031,5.203,0.764
600060,2023,193,8,4.1451,22.2222,北环科科技,汽车零部件制造,0,21.786,0.506,28,0.108,2.167,0.4813
600063,2019,179,4,2.2346,18.75,华智控制造,医药制造,0,22.101,0.249,9,-0.041,1.648,0.969
600063,2020,178,4,2.2472,18.75,华智控制造,医药制造,0,21.563,0.432,10,0.094,3.961,0.3114
600063,2021,175,5,2.8571,18.75,华智控制造,医药制造,0,21.891,0.595,11,-0.021,5.06,0.0413
600063,2022,192,7,3.6458,23.5294,华智控制造,医药制造,0,22.016,0.304,12,0.024,2.852,0.2708
600063,2023,163,5,3.0675,20.0,华智控制造,医药制造,0,22.119,0.764,13,0.062,3.82,0.0976
600066,2019,204,6,2.9412,15.7895,晟医化实业,汽车零部件制造,1,22.378,0.723,10,0.103,4.755,-0.0726
600066,2020,191,7,3.6649,23.5294,晟医化实业,汽车零部件制造,1,22.528,0.458,11,0.067,3.517,0.2209
600066,2021,173,6,3.4682,20.0,晟医化实业,汽车零部件制造,1,22.401,0.24,12,0.028,3.984,0.1433
600066,2022,162,4,2.4691,25.0,晟医化实业,汽车零部件制造,1,22.409,0.38,13,0.032,3.371,0.3347
600066,2023,217,7,3.2258,20.0,晟医化实业,汽车零部件制造,1,22.45,0.552,14,0.082,4.538,-0.185
600069,2019,183,5,2.7322,17.6471,天装备实业,医药制造,1,21.313,0.586,17,0.092,4.887,-0.4564
600069,2020,170,4,2.3529,18.75,天装备实业,医药制造,1,21.554,0.516,18,0.025,4.183,-0.3955
600069,2021,167,4,2.3952,18.75,天装备实业,医药制造,1,21.5,0.517,19,0.06,2.641,-0.1643
600069,2022,203,6,2.9557,21.0526,天装备实业,医药制造,1,21.469,0.258,20,0.045,5.148,-0.5146
600069,2023,203,4,1.9704,11.1111,天装备实业,医药制造,1,21.622,0.322,21,-0.039,3.019,-0.0031
600072,2019,190,7,3.6842,27.7778,泰电子股份,专用设备制造,0,20.748,0.764,13,-0.055,2.342,0.7826
600072,2020,154,10,6.4935,28.5714,泰电子股份,专用设备制造,0,20.828,0.245,14,0.062,2.484,0.8738
600072,2021,189,6,3.1746,22.2222,泰电子股份,专用设备制造,0,20.818,0.609,15,0.055,2.775,0.4278
600072,2022,210,5,2.381,16.6667,泰电子股份,专用设备制造,0,20.85,0.426,16,0.102,4.577,-0.0465
600072,2023,147,5,3.4014,21.4286,泰电子股份,专用设备制造,0,21.062,0.51,17,0.055,6.152,-0.8496
600075,2019,162,5,3.0864,20.0,恒动力实业,医药制造,1,20.384,0.594,11,-0.011,4.071,0.3064
600075,2020,194,7,3.6082,23.5294,恒动力实业,医药制造,1,20.584,0.348,12,0.013,3.154,0.5329
600075,2021,180,8,4.4444,25.0,恒动力实业,医药制造,1,20.652,0.496,13,0.048,3.495,0.5295
600075,2022,216,8,3.7037,26.3158,恒动力实业,医药制造,1,20.908,0.226,14,-0.0,4.53,0.4307
600075,2023,202,8,3.9604,21.0526,恒动力实业,医药制造,1,20.949,0.291,15,-0.043,0.744,0.8813
600078,2019,194,4,2.0619,17.6471,华智控科技,电子元器件制造,1,22.092,0.287,14,-0.008,4.463,0.5094
600078,2020,195,5,2.5641,21.0526,华智控科技,电子元器件制造,1,22.243,0.418,15,-0.017,4.03,0.4397
600078,2021,131,5,3.8168,23.0769,华智控科技,电子元器件制造,1,21.907,0.385,16,0.052,2.521,0.1477
600078,2022,146,3,2.0548,15.3846,华智控科技,电子元器件制造,1,22.271,0.496,17,0.092,3.373,-0.1497
600078,2023,162,4,2.4691,18.75,华智控科技,电子元器件制造,1,22.047,0.535,18,0.164,4.914,-0.4401
600081,2019,181,4,2.2099,18.75,北电子科技,医药制造,0,21.71,0.591,19,0.105,3.36,-0.4054
600081,2020,220,8,3.6364,25.0,北电子科技,医药制造,0,21.933,0.408,20,0.027,4.091,0.0886
600081,2021,161,5,3.1056,18.75,北电子科技,医药制造,0,21.872,0.181,21,0.002,3.439,-0.2029
600081,2022,211,4,1.8957,15.7895,北电子科技,医药制造,0,22.057,0.478,22,0.109,6.147,-0.3957
600081,2023,185,7,3.7838,17.6471,北电子科技,医药制造,0,22.105,0.51,23,0.104,4.792,-0.2631
600084,2019,211,8,3.7915,26.3158,恒精工股份,汽车零部件制造,1,23.504,0.561,19,0.119,3.434,0.9592
600084,2020,178,8,4.4944,23.5294,恒精工股份,汽车零部件制造,1,23.637,0.121,20,0.084,4.396,0.9417
600084,2021,192,9,4.6875,27.7778,恒精工股份,汽车零部件制造,1,23.489,0.456,21,0.051,3.912,0.6983
600084,2022,179,10,5.5866,35.2941,恒精工股份,汽车零部件制造,1,23.892,0.608,22,-0.001,3.343,0.8815
600084,2023,210,5,2.381,20.0,恒精工股份,汽车零部件制造,1,23.656,0.463,23,-0.075,3.869,0.7309
600087,2019,173,2,1.1561,12.5,恒智造实业,汽车零部件制造,0,23.371,0.498,19,0.014,6.429,-0.4258
600087,2020,162,5,3.0864,20.0,恒智造实业,汽车零部件制造,0,23.517,0.469,20,-0.013,5.048,-1.0083
600087,2021,212,5,2.3585,20.0,恒智造实业,汽车零部件制造,0,23.289,0.607,21,0.05,5.137,-0.3297
600087,2022,209,5,2.3923,21.0526,恒智造实业,汽车零部件制造,0,23.629,0.573,22,-0.026,6.25,-0.2168
600087,2023,202,6,2.9703,22.2222,恒智造实业,汽车零部件制造,0,23.554,0.058,23,-0.078,6.465,-0.6261
600090,2019,150,4,2.6667,21.4286,金医化股份,医药制造,0,22.229,0.454,10,0.053,4.727,-0.3509
600090,2020,179,9,5.0279,29.4118,金医化股份,医药制造,0,22.315,0.321,11,0.1,4.153,-0.0154
600090,2021,226,5,2.2124,20.0,金医化股份,医药制造,0,22.132,0.597,12,0.0,3.783,0.1079
600090,2022,215,4,1.8605,15.7895,金医化股份,医药制造,0,22.253,0.204,13,-0.096,4.506,-0.1471
600090,2023,210,6,2.8571,16.6667,金医化股份,医药制造,0,22.266,0.448,14,0.107,4.252,-0.0201
600093,2019,132,3,2.2727,7.6923,晟医化股份,电子元器件制造,0,22.533,0.471,25,-0.01,4.493,-0.5735
600093,2020,204,7,3.4314,22.2222,晟医化股份,电子元器件制造,0,22.829,0.225,26,0.037,6.434,-0.3802
600093,2021,171,5,2.924,18.75,晟医化股份,电子元器件制造,0,23.02,0.131,27,0.048,5.517,-0.0826
600093,2022,179,5,2.7933,17.6471,晟医化股份,电子元器件制造,0,22.908,0.151,28,0.076,4.901,-0.2919
600093,2023,147,6,4.0816,21.4286,晟医化股份,电子元器件制造,0,22.784,0.576,29,0.097,4.626,-0.5902
600096,2019,160,3,1.875,14.2857,威新材股份,电子元器件制造,0,20.919,0.358,19,-0.044,4.988,-1.2488
600096,2020,203,3,1.4778,15.0,威新材股份,电子元器件制造,0,20.971,0.276,20,0.102,6.049,-0.8645
600096,2021,178,6,3.3708,18.75,威新材股份,电子元器件制造,0,21.141,0.217,21,0.0,5.726,-0.9783
600096,2022,154,4,2.5974,14.2857,威新材股份,电子元器件制造,0,20.87,0.227,22,0.138,4.527,-1.259
600096,2023,189,2,1.0582,11.1111,威新材股份,电子元器件制造,0,21.009,0.429,23,0.105,5.814,-1.3231
600099,2019,156,3,1.9231,13.3333,宏装备实业,电子元器件制造,0,21.755,0.335,22,0.09,3.569,-0.3318
600099,2020,209,7,3.3493,21.0526,宏装备实业,电子元器件制造,0,22.015,0.563,23,0.018,5.641,-0.3625
600099,2021,183,6,3.2787,18.75,宏装备实业,电子元器件制造,0,21.86,0.418,24,0.08,3.872,-0.6435
600099,2022,183,4,2.1858,11.7647,宏装备实业,电子元器件制造,0,22.036,0.48,25,0.085,2.966,-0.2098
600099,2023,179,7,3.9106,25.0,宏装备实业,电子元器件制造,0,21.853,0.489,26,0.042,5.148,-0.3108
600102,2019,201,4,1.99,17.6471,泰电子科技,汽车零部件制造,0,22.959,0.585,24,0.111,5.249,-0.52
600102,2020,188,5,2.6596,17.6471,泰电子科技,汽车零部件制造,0,22.934,0.091,25,0.037,4.307,-0.5992
600102,2021,162,5,3.0864,25.0,泰电子科技,汽车零部件制造,0,23.284,0.561,26,0.096,6.215,0.0148
600102,2022,178,7,3.9326,17.6471,泰电子科技,汽车零部件制造,0,23.342,0.395,27,0.02,4.214,-0.0389
600102,2023,186,3,1.6129,11.7647,泰电子科技,汽车零部件制造,0,22.993,0.535,28,0.092,3.836,-0.0123
600105,2019,151,6,3.9735,23.0769,金电子实业,医药制造,0,21.644,0.422,17,-0.004,3.089,0.3557
600105,2020,175,7,4.0,25.0,金电子实业,医药制造,0,21.646,0.256,18,0.064,4.582,-0.0268
600105,2021,195,7,3.5897,27.7778,金电子实业,医药制造,0,21.756,0.68,19,0.014,5.501,-0.0837
600105,2022,197,6,3.0457,17.6471,金电子实业,医药制造,0,21.797,0.462,20,0.086,3.962,-0.2462
600105,2023,191,4,2.0942,22.2222,金电子实业,医药制造,0,22.069,0.308,21,0.081,4.165,0.0735
600108,2019,173,6,3.4682,23.5294,晟医化制造,电子元器件制造,0,23.785,0.53,18,-0.009,6.728,-0.13
600108,2020,168,6,3.5714,26.6667,晟医化制造,电子元器件制造,0,23.719,0.63,19,0.072,7.885,-0.3484
600108,2021,195,4,2.0513,16.6667,晟医化制造,电子元器件制造,0,23.415,0.459,20,0.119,5.455,-0.5566
600108,2022,189,7,3.7037,23.5294,晟医化制造,电子元器件制造,0,23.834,0.475,21,0.03,4.026,-0.056
600108,2023,234,7,2.9915,19.0476,晟医化制造,电子元器件制造,0,23.533,0.39,22,-0.061,6.237,-0.5121
600111,2019,203,4,1.9704,16.6667,宏智控实业,汽车零部件制造,0,21.811,0.622,13,0.035,3.312,-0.0968
600111,2020,197,4,2.0305,16.6667,宏智控实业,汽车零部件制造,0,21.978,0.558,14,0.083,4.591,0.0946
600111,2021,189,7,3.7037,27.7778,宏智控实业,汽车零部件制造,0,22.077,0.523,15,0.074,3.077,0.6583
600111,2022,167,8,4.7904,25.0,宏智控实业,汽车零部件制造,0,22.203,0.319,16,0.084,2.563,0.9902
600111,2023,178,7,3.9326,25.0,宏智控实业,汽车零部件制造,0,21.758,0.369,17,0.049,3.857,0.4201
600114,2019,175,4,2.2857,18.75,天精工股份,专用设备制造,0,20.337,0.35,25,0.12,3.657,-0.2387
600114,2020,165,2,1.2121,12.5,天精工股份,专用设备制造,0,20.144,0.294,26,0.012,4.24,-0.5832
600114,2021,131,4,3.0534,16.6667,天精工股份,专用设备制造,0,20.399,0.373,27,0.12,3.323,-0.4256
600114,2022,146,3,2.0548,15.3846,天精工股份,专用设备制造,0,20.065,0.386,28,0.015,2.685,-0.0162
600114,2023,185,5,2.7027,23.5294,天精工股份,专用设备制造,0,20.141,0.308,29,0.079,0.382,0.6834
600117,2019,184,7,3.8043,23.5294,东电子科技,专用设备制造,0,22.906,0.367,9,-0.03,3.006,0.5227
600117,2020,208,7,3.3654,25.0,东电子科技,专用设备制造,0,23.117,0.338,10,0.028,6.103,0.5189
600117,2021,202,8,3.9604,22.2222,东电子科技,专用设备制造,0,23.081,0.413,11,-0.052,3.283,0.2203
600117,2022,168,4,2.381,20.0,东电子科技,专用设备制造,0,23.383,0.437,12,-0.002,2.6,0.4526
600117,2023,206,6,2.9126,21.0526,东电子科技,专用设备制造,0,23.352,0.494,13,-0.016,3.812,0.3902
600120,2019,224,9,4.0179,25.0,东智造股份,专用设备制造,0,22.726,0.186,9,0.104,5.931,-0.2853
600120,2020,190,7,3.6842,22.2222,东智造股份,专用设备制造,0,22.89,0.506,10,0.092,5.161,0.252
600120,2021,203,9,4.4335,35.0,东智造股份,专用设备制造,0,23.268,0.519,11,0.13,2.831,0.737
600120,2022,163,7,4.2945,26.6667,东智造股份,专用设备制造,0,22.757,0.395,12,0.037,4.803,0.4139
600120,2023,180,4,2.2222,25.0,东智造股份,专用设备制造,0,22.987,0.228,13,0.025,2.804,0.4294
